s,S,F,R,RT,congruent,OverallAcc
55,s2,A,r2,0.475,0,1
55,s2,A,r2,0.466,1,1
55,s2,A,r2,0.474,0,1
55,s2,A,r2,0.433,1,1
55,s2,A,r2,0.362,1,1
55,s1,A,r1,0.421,1,1
55,s2,A,r2,0.371,1,1
55,s2,A,r1,0.35,0,0
55,s1,A,r1,0.507,1,1
55,s1,A,r1,0.576,0,1
55,s1,A,r1,0.435,1,1
55,s1,A,r1,0.57,0,1
55,s2,A,r2,0.51,0,1
55,s1,A,r1,0.45,1,1
55,s2,A,r2,0.506,0,1
55,s2,A,r2,0.416,1,1
55,s1,A,r1,0.522,1,1
55,s2,A,r2,0.431,0,1
55,s2,A,r2,0.423,1,1
55,s2,A,r2,0.529,0,1
55,s1,A,r1,0.501,1,1
55,s2,A,r2,0.443,1,1
55,s2,A,r2,0.611,0,1
55,s1,A,r1,0.372,1,1
55,s1,A,r1,0.447,1,1
55,s2,A,r2,0.519,1,1
55,s2,A,r2,0.332,1,1
55,s1,A,r1,0.505,0,1
55,s1,A,r1,0.607,1,1
55,s1,A,r1,0.417,1,1
55,s2,A,r2,0.57,1,1
55,s2,A,r2,0.445,1,1
55,s2,A,r2,0.597,0,1
55,s1,A,r1,0.422,0,1
55,s2,A,r2,0.448,1,1
55,s2,A,r2,0.392,1,1
55,s1,A,r1,0.371,1,1
55,s1,A,r1,0.366,1,1
55,s2,A,r2,0.458,0,1
55,s2,A,r2,0.418,1,1
55,s1,A,r1,0.459,1,1
55,s2,A,r2,0.435,1,1
55,s1,A,r1,0.492,1,1
55,s2,A,r2,0.323,1,1
55,s1,A,r1,0.496,1,1
55,s1,A,r1,0.534,0,1
55,s1,A,r1,0.554,1,1
55,s1,A,r1,0.398,1,1
55,s1,A,r1,0.552,0,1
55,s1,A,r1,0.396,1,1
55,s2,A,r2,0.47,0,1
55,s1,A,r1,0.429,1,1
55,s2,A,r2,0.438,0,1
55,s1,A,r1,0.447,1,1
55,s1,A,r1,0.551,0,1
55,s1,A,r1,0.378,1,1
55,s2,A,r2,0.501,0,1
55,s2,A,r2,0.571,1,1
55,s1,A,r1,0.494,1,1
55,s2,A,r2,0.452,1,1
55,s1,A,r1,0.492,0,1
55,s2,A,r2,0.562,0,1
55,s2,A,r1,0.405,1,0
55,s2,A,r2,0.463,1,1
55,s2,A,r2,0.374,1,1
55,s2,A,r2,0.386,1,1
55,s2,A,r2,0.365,1,1
55,s1,A,r1,0.521,0,1
55,s1,A,r1,0.462,1,1
55,s1,A,r1,0.469,1,1
55,s2,A,r2,0.476,1,1
55,s1,A,r1,0.547,1,1
55,s1,A,r1,0.39,1,1
55,s1,A,r1,0.417,0,1
55,s2,A,r2,0.491,1,1
55,s2,A,r2,0.433,1,1
55,s1,A,r1,0.442,1,1
55,s1,A,r1,0.61,0,1
55,s2,A,r2,0.467,1,1
55,s1,A,r1,0.394,1,1
55,s1,A,r1,0.469,1,1
55,s1,A,r1,0.443,1,1
55,s1,A,r1,0.388,1,1
55,s2,A,r2,0.414,1,1
55,s2,A,r1,0.456,0,0
55,s2,A,r2,0.703,1,1
55,s1,A,r2,0.844,1,0
55,s2,A,r2,0.515,1,1
55,s2,A,r2,0.504,1,1
55,s1,A,r1,0.558,1,1
55,s2,A,r2,0.529,1,1
55,s1,A,r1,0.758,1,1
55,s1,A,r1,0.496,1,1
55,s1,A,r1,0.582,0,1
55,s2,A,r2,0.424,1,1
55,s1,A,r1,0.546,1,1
55,s1,A,r1,0.517,0,1
55,s2,A,r2,0.507,0,1
55,s2,A,r2,0.496,1,1
55,s2,A,r2,0.518,1,1
55,s2,A,r2,0.555,0,1
55,s2,A,r2,0.447,1,1
55,s2,A,r2,0.407,1,1
55,s1,A,r1,0.449,1,1
55,s2,A,r2,0.489,1,1
55,s2,A,r2,0.479,1,1
55,s1,A,r1,0.555,0,1
55,s1,A,r1,0.414,1,1
55,s2,A,r2,0.407,1,1
55,s2,A,r2,0.401,1,1
55,s2,A,r2,0.443,1,1
55,s2,A,r2,0.627,0,1
55,s1,A,r1,0.419,0,1
55,s2,A,r2,0.429,1,1
55,s1,A,r1,0.517,1,1
55,s2,A,r2,0.458,1,1
55,s2,A,r2,0.53,0,1
55,s1,A,r1,0.407,1,1
55,s1,A,r1,0.433,1,1
55,s1,A,r1,0.65,0,1
55,s2,A,r2,0.441,1,1
55,s2,A,r2,0.481,1,1
55,s1,A,r1,0.487,0,1
55,s1,A,r1,0.542,1,1
55,s1,A,r1,0.434,1,1
55,s1,A,r1,0.411,1,1
55,s2,A,r2,0.468,1,1
55,s2,A,r2,0.476,1,1
55,s1,A,r1,0.451,0,1
55,s2,A,r2,0.474,1,1
55,s2,A,r2,0.464,1,1
55,s2,A,r2,0.392,1,1
55,s1,A,r1,0.42,1,1
55,s2,A,r2,0.396,1,1
55,s1,A,r1,0.39,1,1
55,s1,A,r1,0.449,1,1
55,s2,A,r2,0.457,1,1
55,s1,A,r1,0.497,1,1
55,s1,A,r1,0.535,1,1
55,s1,A,r1,0.443,1,1
55,s2,A,r2,0.467,1,1
55,s2,A,r2,0.586,0,1
55,s2,A,r2,0.573,0,1
55,s1,A,r1,0.399,1,1
55,s1,A,r1,0.49,0,1
55,s2,A,r2,0.752,1,1
55,s2,A,r2,0.427,1,1
55,s2,A,r2,0.372,1,1
55,s2,A,r2,0.383,1,1
55,s1,A,r1,0.506,1,1
55,s2,A,r2,0.384,1,1
55,s2,A,r2,0.379,1,1
55,s1,A,r1,0.55,1,1
55,s2,A,r2,0.425,1,1
55,s1,A,r1,0.483,1,1
55,s2,A,r2,0.377,1,1
55,s2,A,r2,0.356,1,1
55,s2,A,r2,0.401,1,1
55,s2,A,r2,0.379,1,1
55,s2,A,r2,0.358,1,1
55,s2,A,r2,0.338,1,1
55,s2,A,r2,0.367,1,1
55,s1,A,r1,0.523,1,1
55,s1,A,r1,0.655,0,1
55,s2,A,r2,0.366,1,1
55,s2,A,r2,0.378,1,1
55,s2,A,r2,0.389,1,1
55,s1,A,r1,0.448,1,1
55,s2,A,r2,0.472,1,1
55,s1,A,r1,0.831,1,1
55,s2,A,r2,0.502,1,1
55,s1,A,r1,0.604,1,1
55,s1,A,r1,0.477,1,1
55,s2,A,r2,0.66,0,1
55,s2,A,r2,0.371,1,1
55,s1,A,r1,0.559,1,1
55,s1,A,r2,0.45,0,0
55,s2,A,r2,0.49,1,1
55,s2,A,r2,0.529,0,1
55,s2,A,r2,0.437,1,1
55,s2,A,r2,0.462,1,1
55,s2,A,r2,0.421,1,1
55,s1,A,r1,0.479,1,1
55,s1,A,r1,0.421,1,1
55,s1,A,r1,0.447,1,1
55,s1,A,r1,0.439,1,1
55,s1,A,r1,0.431,1,1
55,s1,A,r1,0.552,0,1
55,s1,A,r1,0.46,1,1
55,s1,A,r1,0.404,1,1
55,s2,A,r2,0.43,0,1
55,s2,A,r2,0.566,0,1
55,s2,A,r2,0.617,1,1
55,s2,A,r2,0.41,1,1
55,s2,A,r2,0.42,1,1
55,s1,A,r1,0.526,1,1
55,s2,A,r2,0.514,0,1
55,s1,A,r1,0.423,1,1
55,s2,A,r2,0.544,0,1
55,s1,A,r1,0.5,1,1
55,s1,A,r1,0.57,0,1
55,s1,A,r1,0.46,1,1
55,s1,A,r1,0.483,1,1
55,s1,A,r1,0.506,1,1
55,s1,A,r1,0.655,0,1
55,s1,A,r1,0.446,1,1
55,s2,A,r2,0.362,1,1
55,s2,A,r2,0.342,1,1
55,s2,A,r2,0.594,0,1
55,s1,A,r1,0.452,1,1
55,s2,A,r2,0.412,1,1
55,s1,A,r1,0.453,0,1
55,s1,A,r1,0.365,1,1
55,s1,A,r1,0.377,1,1
55,s2,A,r2,0.403,1,1
55,s1,A,r1,0.43,0,1
55,s2,A,r2,0.39,1,1
55,s2,A,r2,0.449,1,1
55,s2,A,r2,0.537,0,1
55,s1,A,r1,0.51,1,1
55,s2,A,r2,0.435,1,1
55,s2,A,r2,0.38,1,1
55,s2,A,r2,0.407,1,1
55,s2,A,r2,0.529,0,1
55,s2,A,r2,0.453,1,1
55,s1,A,r1,0.413,1,1
55,s2,A,r2,0.487,1,1
55,s1,A,r1,0.413,1,1
55,s2,A,r2,0.407,1,1
55,s2,A,r2,0.417,1,1
55,s2,A,r2,0.362,1,1
55,s1,A,r1,0.47,1,1
55,s2,A,r2,0.413,1,1
55,s2,A,r2,0.583,0,1
55,s2,A,r2,0.824,0,1
55,s2,A,r2,0.448,0,1
55,s2,A,r2,0.52,1,1
55,s1,A,r1,0.461,1,1
55,s1,A,r1,0.42,1,1
55,s1,A,r1,0.638,0,1
55,s1,A,r1,0.574,0,1
55,s1,A,r1,0.432,1,1
55,s1,A,r1,0.425,1,1
55,s1,A,r1,0.387,1,1
55,s2,A,r2,0.397,0,1
55,s2,A,r2,0.504,0,1
55,s1,A,r1,0.445,1,1
55,s1,A,r1,0.421,1,1
55,s1,A,r1,0.431,1,1
55,s2,A,r2,0.456,1,1
55,s2,A,r2,0.415,1,1
55,s2,A,r2,0.409,1,1
55,s2,A,r2,0.403,1,1
55,s2,A,r2,0.349,1,1
55,s1,A,r1,0.49,0,1
55,s2,A,r2,0.367,1,1
55,s1,A,r1,0.731,1,1
55,s2,A,r2,0.423,1,1
55,s1,A,r1,0.496,1,1
55,s1,A,r1,0.534,0,1
55,s1,A,r1,0.57,1,1
55,s2,A,r2,0.413,1,1
55,s1,A,r1,0.487,1,1
55,s2,A,r2,0.525,0,1
55,s1,A,r1,0.418,0,1
55,s2,A,r2,0.508,1,1
55,s1,A,r1,0.385,0,1
55,s2,A,r2,0.428,1,1
55,s2,A,r2,0.485,1,1
55,s2,A,r2,0.427,1,1
55,s1,A,r1,0.548,0,1
55,s2,A,r2,0.472,0,1
55,s2,A,r2,0.383,1,1
55,s1,A,r1,0.458,0,1
55,s1,A,r1,0.466,1,1
55,s2,A,r2,0.345,1,1
55,s2,A,r2,0.373,1,1
55,s2,A,r2,0.449,1,1
55,s2,A,r2,0.521,0,1
55,s1,A,r1,0.494,0,1
55,s1,A,r1,0.5,0,1
55,s1,A,r1,0.394,1,1
55,s1,A,r1,0.484,1,1
55,s2,A,r2,0.506,1,1
55,s2,A,r2,0.352,1,1
55,s2,A,r2,0.429,1,1
55,s2,A,r2,0.453,0,1
55,s2,A,r2,0.429,1,1
55,s1,A,r1,0.614,0,1
55,s1,A,r1,0.407,1,1
55,s2,A,r2,0.881,1,1
55,s1,A,r1,0.486,1,1
55,s2,A,r2,0.476,1,1
55,s1,A,r1,0.356,1,1
55,s2,A,r2,0.352,1,1
55,s1,A,r1,0.508,1,1
55,s2,A,r2,0.385,0,1
55,s1,A,r1,0.38,1,1
55,s1,A,r1,0.471,1,1
55,s2,A,r2,0.446,0,1
55,s2,A,r2,0.518,0,1
55,s1,A,r1,0.395,1,1
55,s1,A,r1,0.358,1,1
55,s2,A,r2,0.418,1,1
55,s2,A,r2,0.474,1,1
55,s1,A,r1,0.402,1,1
55,s2,A,r2,0.702,0,1
55,s1,A,r1,0.396,1,1
55,s2,A,r2,0.358,1,1
55,s2,A,r1,0.338,0,0
55,s2,A,r2,0.414,1,1
55,s2,A,r2,0.457,0,1
55,s1,A,r1,0.48,1,1
55,s1,A,r1,0.407,1,1
55,s2,A,r2,0.449,0,1
55,s1,A,r1,0.408,1,1
55,s2,A,r2,0.37,1,1
55,s2,A,r2,0.494,0,1
55,s1,A,r1,0.356,1,1
55,s2,A,r2,0.368,1,1
55,s1,A,r1,0.428,1,1
55,s2,A,r2,0.372,1,1
55,s2,A,r2,0.528,1,1
55,s2,A,r2,0.388,1,1
55,s1,A,r1,0.543,0,1
55,s1,A,r1,0.435,1,1
55,s2,A,r2,0.412,1,1
55,s2,A,r2,0.501,0,1
55,s1,A,r1,0.395,1,1
55,s2,A,r2,0.357,1,1
55,s1,A,r1,0.369,1,1
55,s1,A,r1,0.428,0,1
55,s1,A,r1,0.453,1,1
55,s2,A,r2,0.317,1,1
55,s2,A,r2,0.427,1,1
55,s1,A,r1,0.435,1,1
55,s1,A,r1,0.684,0,1
55,s2,A,r2,0.474,1,1
55,s1,A,r1,0.352,1,1
55,s2,A,r2,0.429,1,1
55,s1,A,r1,0.373,1,1
55,s2,A,r2,0.529,0,1
55,s1,A,r1,0.469,0,1
55,s2,A,r2,0.509,1,1
55,s2,A,r2,0.355,1,1
55,s2,A,r2,0.399,1,1
55,s1,A,r1,0.457,1,1
55,s2,A,r2,0.417,1,1
55,s1,A,r1,0.394,1,1
55,s1,A,r1,0.437,0,1
55,s1,A,r1,0.525,0,1
55,s1,A,r1,0.418,1,1
55,s2,A,r2,0.572,0,1
55,s1,A,r1,0.447,1,1
55,s2,A,r2,0.375,1,1
55,s2,A,r2,0.594,0,1
55,s2,A,r2,0.404,1,1
55,s2,A,r2,0.398,1,1
55,s1,A,r1,0.408,1,1
55,s1,A,r1,0.498,1,1
55,s1,A,r1,0.408,1,1
55,s2,A,r2,0.45,0,1
55,s2,A,r2,0.394,1,1
55,s2,A,r2,0.5,1,1
55,s1,A,r1,0.474,0,1
55,s2,A,r2,0.801,1,1
55,s2,A,r2,0.506,0,1
55,s1,A,r1,0.432,1,1
55,s2,A,r2,0.473,1,1
55,s2,A,r2,0.352,1,1
55,s1,A,r2,0.396,1,0
55,s2,A,r2,0.358,1,1
55,s1,A,r1,0.403,1,1
55,s2,A,r2,0.397,1,1
55,s1,A,r1,0.455,1,1
55,s1,A,r1,0.463,0,1
55,s1,A,r1,0.454,1,1
55,s1,A,r1,0.462,1,1
55,s1,A,r1,0.405,1,1
55,s2,A,r2,0.4,1,1
55,s2,A,r1,0.41,1,0
55,s1,A,r1,0.66,0,1
55,s2,A,r2,0.451,1,1
55,s2,A,r2,0.603,0,1
55,s1,A,r1,0.477,1,1
55,s2,A,r2,0.435,1,1
55,s2,A,r2,0.46,1,1
55,s1,A,r1,0.403,0,1
55,s1,A,r1,0.429,0,1
55,s2,A,r2,0.358,1,1
55,s2,A,r2,0.37,1,1
55,s1,A,r1,0.414,1,1
55,s1,A,r1,0.423,1,1
55,s1,A,r1,0.528,1,1
55,s2,A,r2,0.453,0,1
55,s1,A,r1,0.429,1,1
55,s1,A,r1,0.549,1,1
55,s2,A,r2,0.409,1,1
55,s2,A,r2,0.547,1,1
55,s1,A,r1,0.487,1,1
55,s2,A,r2,0.557,0,1
55,s2,A,r1,0.401,1,0
55,s1,A,r1,0.395,1,1
55,s2,A,r2,0.485,1,1
55,s1,A,r1,0.428,0,1
55,s2,A,r2,0.501,1,1
56,s2,A,r2,0.605,0,1
56,s2,A,r2,0.366,1,1
56,s1,A,r1,0.33,1,1
56,s2,A,r2,0.327,1,1
56,s1,A,r1,0.484,1,1
56,s1,A,r1,0.362,1,1
56,s2,A,r2,0.374,1,1
56,s1,A,r1,0.449,1,1
56,s1,A,r1,0.361,1,1
56,s1,A,r2,0.484,0,0
56,s1,A,r1,0.507,0,1
56,s2,A,r2,0.401,1,1
56,s2,A,r2,0.491,1,1
56,s1,A,r1,0.417,1,1
56,s2,A,r2,0.539,0,1
56,s2,A,r2,0.462,1,1
56,s1,A,r1,0.358,1,1
56,s1,A,r1,0.418,1,1
56,s2,A,r2,0.443,1,1
56,s1,A,r1,0.451,0,1
56,s2,A,r2,0.539,1,1
56,s2,A,r2,0.464,0,1
56,s1,A,r1,0.423,1,1
56,s2,A,r2,0.464,1,1
56,s1,A,r1,0.424,1,1
56,s2,A,r2,0.385,1,1
56,s2,A,r2,0.38,1,1
56,s1,A,r1,0.423,0,1
56,s2,A,r2,0.4,1,1
56,s2,A,r2,0.395,1,1
56,s1,A,r1,0.437,1,1
56,s2,A,r2,0.461,1,1
56,s2,A,r2,0.533,0,1
56,s2,A,r2,0.729,0,1
56,s1,A,r1,0.357,1,1
56,s2,A,r2,0.321,1,1
56,s1,A,r1,0.447,0,1
56,s2,A,r2,0.375,1,1
56,s2,A,r2,0.418,1,1
56,s2,A,r2,0.396,1,1
56,s2,A,r2,0.374,0,1
56,s1,A,r1,0.354,0,1
56,s2,A,r2,0.398,0,1
56,s1,A,r2,0.456,0,0
56,s1,A,r1,0.464,1,1
56,s2,A,r2,0.471,1,1
56,s1,A,r1,0.703,0,1
56,s2,A,r2,0.396,1,1
56,s2,A,r2,0.39,1,1
56,s1,A,r1,0.352,1,1
56,s2,A,r2,0.348,1,1
56,s1,A,r1,0.377,1,1
56,s2,A,r2,0.307,1,1
56,s1,A,r1,0.546,0,1
56,s1,A,r1,0.501,1,1
56,s2,A,r2,0.379,1,1
56,s1,A,r1,0.39,1,1
56,s1,A,r1,0.448,1,1
56,s2,A,r2,0.296,1,1
56,s2,A,r1,0.391,0,0
56,s2,A,r2,0.386,1,1
56,s1,A,r1,0.477,1,1
56,s2,A,r2,0.467,1,1
56,s1,A,r1,0.378,1,1
56,s1,A,r1,0.405,1,1
56,s1,A,r1,0.447,0,1
56,s1,A,r1,0.455,1,1
56,s2,A,r2,0.447,0,1
56,s2,A,r2,0.407,1,1
56,s1,A,r1,0.337,1,1
56,s1,A,r1,0.398,1,1
56,s1,A,r1,0.408,1,1
56,s1,A,r1,0.418,1,1
56,s1,A,r1,0.364,1,1
56,s2,A,r1,0.359,1,0
56,s2,A,r2,0.58,0,1
56,s2,A,r2,0.454,1,1
56,s2,A,r2,0.398,1,1
56,s2,A,r2,0.632,0,1
56,s2,A,r2,0.408,1,1
56,s2,A,r2,0.466,1,1
56,s1,A,r1,0.489,1,1
56,s2,A,r2,0.463,1,1
56,s1,A,r1,0.47,1,1
56,s2,A,r2,0.734,1,1
56,s1,A,r1,0.425,1,1
56,s1,A,r1,0.499,0,1
56,s2,A,r2,0.392,1,1
56,s2,A,r2,0.339,1,1
56,s2,A,r2,0.352,1,1
56,s1,A,r1,0.541,1,1
56,s1,A,r2,0.465,0,0
56,s1,A,r1,0.456,1,1
56,s1,A,r1,0.464,1,1
56,s2,A,r2,0.439,1,1
56,s1,A,r1,0.416,1,1
56,s1,A,r1,0.506,1,1
56,s1,A,r1,0.703,0,1
56,s1,A,r1,0.428,1,1
56,s1,A,r1,0.389,1,1
56,s2,A,r2,0.619,1,1
56,s2,A,r2,0.38,1,1
56,s1,A,r1,0.455,1,1
56,s1,A,r1,0.399,1,1
56,s2,A,r2,0.409,1,1
56,s1,A,r1,0.403,1,1
56,s1,A,r1,0.397,1,1
56,s1,A,r1,0.455,1,1
56,s2,A,r2,0.382,1,1
56,s2,A,r2,0.393,1,1
56,s2,A,r2,0.435,1,1
56,s1,A,r1,0.46,1,1
56,s2,A,r2,0.515,1,1
56,s2,A,r2,0.376,1,1
56,s1,A,r1,0.404,1,1
56,s2,A,r2,0.318,1,1
56,s2,A,r2,0.396,1,1
56,s2,A,r2,0.406,1,1
56,s2,A,r2,0.656,1,1
56,s2,A,r2,0.399,1,1
56,s2,A,r2,0.393,1,1
56,s1,A,r2,0.323,0,0
56,s2,A,r2,0.385,1,1
56,s1,A,r1,0.444,1,1
56,s1,A,r1,0.452,1,1
56,s1,A,r1,0.604,0,1
56,s1,A,r1,0.59,1,1
56,s1,A,r1,0.448,1,1
56,s1,A,r1,0.44,1,1
56,s2,A,r2,0.432,0,1
56,s2,A,r2,0.377,1,1
56,s2,A,r2,0.436,0,1
56,s2,A,r1,0.477,1,0
56,s2,A,r2,0.371,1,1
56,s2,A,r2,0.367,1,1
56,s1,A,r1,0.442,1,1
56,s1,A,r1,0.531,0,1
56,s1,A,r1,0.696,1,1
56,s2,A,r2,0.405,1,1
56,s2,A,r2,0.367,1,1
56,s2,A,r1,0.362,0,0
56,s2,A,r2,0.39,1,1
56,s1,A,r1,0.481,0,1
56,s1,A,r1,0.375,1,1
56,s2,A,r2,0.515,1,1
56,s1,A,r1,0.392,1,1
56,s1,A,r1,0.403,1,1
56,s1,A,r1,0.429,1,1
56,s1,A,r1,0.438,0,1
56,s2,A,r2,0.383,1,1
56,s2,A,r2,0.425,0,1
56,s1,A,r1,0.435,1,1
56,s2,A,r2,0.412,1,1
56,s2,A,r2,0.437,1,1
56,s2,A,r2,0.43,1,1
56,s1,A,r1,0.486,1,1
56,s2,A,r2,0.445,1,1
56,s2,A,r1,0.389,0,0
56,s2,A,r2,0.416,1,1
56,s2,A,r2,0.361,1,1
56,s1,A,r1,0.517,0,1
56,s1,A,r1,0.538,0,1
56,s1,A,r1,0.574,1,1
56,s1,A,r1,0.593,1,1
56,s1,A,r1,0.515,0,1
56,s1,A,r1,0.456,1,1
56,s2,A,r2,0.512,0,1
56,s2,A,r2,0.373,1,1
56,s2,A,r2,0.433,0,1
56,s1,A,r1,0.538,1,1
56,s2,A,r2,0.35,1,1
56,s1,A,r1,0.49,0,1
56,s2,A,r2,0.401,1,1
56,s1,A,r1,0.427,0,1
56,s2,A,r1,0.388,1,0
56,s2,A,r2,0.463,0,1
56,s1,A,r1,0.422,1,1
56,s1,A,r1,0.511,1,1
56,s2,A,r2,0.421,0,1
56,s2,A,r2,0.398,1,1
56,s1,A,r1,0.44,1,1
56,s2,A,r2,0.4,1,1
56,s1,A,r1,0.442,1,1
56,s2,A,r2,0.436,0,1
56,s1,A,r1,0.539,0,1
56,s2,A,r2,0.928,0,1
56,s1,A,r1,0.627,0,1
56,s2,A,r2,0.467,0,1
56,s1,A,r1,0.523,1,1
56,s1,A,r1,0.416,1,1
56,s1,A,r1,0.649,0,1
56,s2,A,r2,0.376,1,1
56,s1,A,r1,0.435,1,1
56,s2,A,r2,0.428,1,1
56,s2,A,r2,0.421,1,1
56,s2,A,r2,0.382,1,1
56,s2,A,r2,0.409,0,1
56,s2,A,r2,0.467,1,1
56,s2,A,r2,0.442,0,1
56,s2,A,r2,0.45,1,1
56,s1,A,r1,0.46,1,1
56,s1,A,r1,0.402,1,1
56,s1,A,r1,0.364,1,1
56,s1,A,r1,0.44,0,1
56,s2,A,r2,0.352,1,1
56,s2,A,r2,0.332,1,1
56,s2,A,r2,0.409,0,1
56,s2,A,r2,0.355,1,1
56,s1,A,r1,0.431,1,1
56,s2,A,r2,0.504,1,1
56,s1,A,r1,0.462,1,1
56,s2,A,r2,0.405,1,1
56,s1,A,r1,0.495,1,1
56,s1,A,r1,0.389,1,1
56,s2,A,r2,0.4,1,1
56,s2,A,r2,0.378,1,1
56,s2,A,r2,0.373,1,1
56,s2,A,r2,0.337,1,1
56,s1,A,r1,0.526,1,1
56,s1,A,r1,0.451,1,1
56,s2,A,r1,0.411,0,0
56,s1,A,r1,0.804,1,1
56,s2,A,r2,0.365,0,1
56,s2,A,r2,0.376,1,1
56,s1,A,r1,0.499,0,1
56,s1,A,r1,0.393,1,1
56,s1,A,r1,0.483,1,1
56,s2,A,r2,0.586,0,1
56,s1,A,r1,0.444,0,1
56,s2,A,r2,0.404,0,1
56,s2,A,r2,0.414,1,1
56,s1,A,r1,0.52,1,1
56,s1,A,r1,0.461,1,1
56,s1,A,r1,0.404,1,1
56,s2,A,r2,0.558,0,1
56,s1,A,r1,0.45,1,1
56,s2,A,r2,0.378,1,1
56,s1,A,r1,0.388,1,1
56,s2,A,r2,0.367,1,1
56,s2,A,r2,0.443,1,1
56,s1,A,r1,0.483,0,1
56,s1,A,r1,0.441,1,1
56,s1,A,r1,0.466,1,1
56,s1,A,r1,0.409,1,1
56,s2,A,r1,0.42,0,0
56,s1,A,r1,0.477,0,1
56,s2,A,r2,0.516,0,1
56,s1,A,r1,0.441,1,1
56,s1,A,r1,0.481,1,1
56,s2,A,r2,0.376,1,1
56,s2,A,r2,0.739,0,1
56,s2,A,r2,0.415,1,1
56,s2,A,r2,0.425,1,1
56,s2,A,r2,0.434,1,1
56,s2,A,r2,0.395,1,1
56,s2,A,r2,0.629,0,1
56,s1,A,r1,0.517,0,1
56,s2,A,r2,0.474,1,1
56,s2,A,r2,0.433,1,1
56,s2,A,r2,0.442,1,1
56,s2,A,r2,0.387,1,1
56,s1,A,r1,0.445,1,1
56,s1,A,r1,0.453,1,1
56,s2,A,r2,0.413,1,1
56,s2,A,r2,0.503,1,1
56,s2,A,r2,0.413,1,1
56,s1,A,r2,0.39,1,0
56,s2,A,r2,0.449,1,1
56,s1,A,r1,0.489,0,1
56,s2,A,r2,0.591,0,1
56,s2,A,r2,0.433,0,1
56,s1,A,r1,0.617,0,1
56,s1,A,r1,0.442,1,1
56,s1,A,r1,0.499,1,1
56,s2,A,r2,0.393,1,1
56,s1,A,r1,0.467,1,1
56,s1,A,r1,0.474,1,1
56,s1,A,r1,0.369,1,1
56,s1,A,r1,0.525,1,1
56,s2,A,r2,0.466,1,1
56,s2,A,r2,0.409,0,1
56,s1,A,r1,0.419,1,1
56,s1,A,r1,0.445,1,1
56,s2,A,r2,0.485,0,1
56,s2,A,r2,0.411,1,1
56,s2,A,r2,0.421,1,1
56,s2,A,r2,0.414,0,1
56,s1,A,r1,0.456,1,1
56,s2,A,r2,0.4,1,1
56,s2,A,r2,0.394,1,1
56,s2,A,r2,0.356,1,1
56,s2,A,r2,0.336,1,1
56,s2,A,r2,0.397,1,1
56,s2,A,r2,0.407,1,1
56,s2,A,r2,0.354,1,1
56,s2,A,r2,0.35,1,1
56,s2,A,r2,0.314,1,1
56,s1,A,r1,0.44,1,1
56,s1,A,r1,0.401,1,1
56,s1,A,r1,0.411,1,1
56,s1,A,r1,0.546,1,1
56,s2,A,r1,0.405,0,0
56,s2,A,r2,0.479,1,1
56,s1,A,r1,0.422,1,1
56,s1,A,r1,0.415,1,1
56,s2,A,r2,0.441,1,1
56,s1,A,r1,0.418,1,1
56,s1,A,r1,0.411,1,1
56,s1,A,r1,0.564,0,1
56,s2,A,r2,0.359,1,1
56,s2,A,r2,0.371,1,1
56,s2,A,r2,0.399,1,1
56,s1,A,r1,0.425,1,1
56,s2,A,r2,0.338,1,1
56,s2,A,r1,0.383,1,0
56,s1,A,r1,0.49,1,1
56,s2,A,r2,0.385,1,1
56,s1,A,r1,0.444,1,1
56,s2,A,r2,0.676,1,1
56,s1,A,r1,0.483,1,1
56,s2,A,r2,0.361,1,1
56,s2,A,r1,0.341,1,0
56,s2,A,r2,0.354,1,1
56,s1,A,r1,0.462,0,1
56,s1,A,r2,0.358,0,0
56,s1,A,r1,0.466,1,1
56,s1,A,r1,0.505,0,1
56,s1,A,r1,0.43,1,1
56,s2,A,r2,0.343,1,1
56,s1,A,r1,0.515,0,1
56,s1,A,r1,0.488,0,1
56,s1,A,r1,0.431,1,1
56,s2,A,r2,0.647,0,1
56,s1,A,r1,0.407,1,1
56,s2,A,r2,0.353,1,1
56,s1,A,r1,0.445,1,1
56,s1,A,r1,0.645,1,1
56,s1,A,r1,0.436,1,1
56,s1,A,r1,0.509,0,1
56,s1,A,r1,0.419,1,1
56,s2,A,r2,0.444,1,1
56,s1,A,r1,0.468,0,1
56,s2,A,r2,0.363,1,1
56,s1,A,r1,0.439,1,1
56,s1,A,r1,0.448,1,1
56,s2,A,r2,0.392,1,1
56,s1,A,r1,0.419,1,1
56,s2,A,r2,0.396,1,1
56,s1,A,r1,0.438,1,1
56,s1,A,r1,0.382,1,1
56,s2,A,r2,0.345,1,1
56,s2,A,r2,0.358,1,1
56,s2,A,r1,0.402,0,0
56,s1,A,r1,0.492,1,1
56,s2,A,r2,0.419,1,1
56,s2,A,r2,0.572,0,1
56,s2,A,r2,0.479,0,1
56,s1,A,r1,0.453,1,1
56,s2,A,r2,0.429,0,1
56,s2,A,r2,0.438,1,1
56,s1,A,r1,0.495,1,1
56,s1,A,r1,0.501,1,1
56,s1,A,r1,0.522,1,1
56,s1,A,r1,0.463,1,1
56,s2,A,r2,0.423,1,1
56,s2,A,r2,0.463,0,1
56,s2,A,r2,0.391,0,1
56,s1,A,r1,0.45,1,1
56,s2,A,r2,0.57,0,1
56,s2,A,r2,0.412,1,1
